date,a00,a02,a05,a10,a15,a30,a45,a60,t00,t02,t05,t10,t15,t30,t45,t60,tsum
20091006,727362,11935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20091007,733469,5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091008,711405,19045,6624,2223,0,0,0,0,0,0,0,0,0,0,0,0,0
20091009,726030,8472,4795,0,0,0,0,0,3,8,3,0,0,0,0,0,14
20091010,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091011,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091012,735603,3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091013,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091014,735967,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091015,731038,8259,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20091016,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091017,735165,4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091018,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091019,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091020,736623,2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091021,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091022,725529,5777,7991,0,0,0,0,0,0,1,8,0,0,0,0,0,9
20091023,731404,7893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20091024,724892,6363,8042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091025,735035,4262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091026,737227,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091027,733492,2585,3220,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20091028,722132,11457,5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091029,714325,9250,10215,5507,0,0,0,0,1,0,9,22,0,0,0,0,32
20091030,727877,6835,4585,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20091031,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091101,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091102,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091103,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091104,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091105,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091106,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20091107,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091108,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091109,736154,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091110,737186,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091111,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091112,738984,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091113,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091114,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091115,734465,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091116,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091117,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091118,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091119,736006,3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091120,737532,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091121,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091122,737184,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091123,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091124,736986,2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091125,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091126,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091127,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091128,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091129,739297,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20091130,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091201,732139,3374,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091202,717013,8713,8509,5062,0,0,0,0,1,3,3,0,0,0,0,0,7
20091203,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091204,735292,2044,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091205,737060,419,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091206,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091207,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091208,704945,18072,12433,3847,0,0,0,0,0,0,0,1,0,0,0,0,1
20091209,735079,4218,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20091210,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091211,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091212,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091213,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091214,739297,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20091215,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091216,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091217,736491,2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091218,729320,5097,4880,0,0,0,0,0,0,0,4,0,0,0,0,0,4
20091219,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091220,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091221,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091222,734803,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091223,720481,7641,8476,2699,0,0,0,0,0,0,5,11,0,0,0,0,16
20091224,722500,8522,3135,1602,3538,0,0,0,12,4,0,0,1,0,0,0,17
20091225,735164,2177,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091226,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091227,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091228,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091229,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091230,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20091231,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100101,736743,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100102,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100103,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100104,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100105,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100106,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100107,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100108,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100109,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100110,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100111,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100112,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100113,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100114,738297,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100115,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100116,731603,5168,2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100117,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100118,731200,8097,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100119,737801,1496,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
20100120,714085,22292,2920,0,0,0,0,0,1,13,3,0,0,0,0,0,17
20100121,710761,17933,10603,0,0,0,0,0,0,2,7,0,0,0,0,0,9
20100122,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100123,731419,7878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100124,718242,9611,11444,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100125,737356,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100126,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100127,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100128,732508,3673,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100129,734124,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100130,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100131,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100201,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100202,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100203,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100204,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100205,730823,3472,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100206,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100207,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100208,733441,5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100209,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100210,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100211,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100212,737241,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100213,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100214,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100215,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100216,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100217,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100218,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100219,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100220,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100221,733431,5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100222,734002,5295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100223,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100224,736841,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100225,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100226,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100227,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100228,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100301,738195,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100302,737803,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100303,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100304,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100305,737941,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100306,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100307,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100308,737057,2240,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
20100309,729654,9643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100310,684106,20010,19032,16149,0,0,0,0,0,0,3,9,0,0,0,0,12
20100311,714777,18796,5724,0,0,0,0,0,0,0,3,0,0,0,0,0,3
20100312,725177,10106,4014,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100313,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100314,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100315,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100316,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100317,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100318,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100319,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100320,736387,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100321,725957,13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100322,733718,5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100323,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100324,726826,12471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100325,732198,4746,2353,0,0,0,0,0,0,2,1,0,0,0,0,0,3
20100326,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100327,729531,6026,3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100328,719070,14798,5429,0,0,0,0,0,0,4,6,0,0,0,0,0,10
20100329,737468,1829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100330,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100331,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100401,736265,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100402,706694,25352,7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100403,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100404,712949,16710,9638,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20100405,711468,15677,9476,2676,0,0,0,0,0,0,1,0,0,0,0,0,1
20100406,715215,13354,8838,1890,0,0,0,0,0,0,0,0,0,0,0,0,0
20100407,714312,15108,9877,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20100408,715192,21636,2469,0,0,0,0,0,1,5,1,0,0,0,0,0,7
20100409,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100410,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100411,737023,2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100412,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100413,723042,16255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100414,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100415,735541,3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100416,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100417,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100418,737946,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100419,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100420,739297,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20100421,733033,4597,1667,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100422,715820,11704,7783,3990,0,0,0,0,2,4,15,21,0,0,0,0,42
20100423,670433,19288,26579,12869,10128,0,0,0,1,0,5,2,7,0,0,0,15
20100424,676649,14220,18227,12203,8847,9151,0,0,1,2,2,5,6,23,0,0,39
20100425,718162,14271,6864,0,0,0,0,0,3,1,0,0,0,0,0,0,4
20100426,738632,665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100427,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100428,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100429,727869,8638,2790,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20100430,690492,20161,13143,15501,0,0,0,0,0,2,3,23,0,0,0,0,28
20100501,709743,9511,4902,3450,7443,4248,0,0,0,0,0,1,23,8,0,0,32
20100502,702403,29539,7355,0,0,0,0,0,0,1,1,0,0,0,0,0,2
20100503,710986,28311,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20100504,725962,13335,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
20100505,737245,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100506,734370,4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100507,722386,11003,3019,2889,0,0,0,0,0,0,0,1,0,0,0,0,1
20100508,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100509,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100510,713492,11389,4184,3703,3920,2609,0,0,0,0,7,11,23,31,0,0,72
20100511,726525,9112,3660,0,0,0,0,0,3,0,1,0,0,0,0,0,4
20100512,724462,8326,4107,2402,0,0,0,0,7,7,1,5,0,0,0,0,20
20100513,723350,9598,4775,1574,0,0,0,0,2,1,0,1,0,0,0,0,4
20100514,706405,32892,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
20100515,733086,6211,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20100516,736497,2800,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
20100517,709796,29501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100518,717953,8727,9427,3190,0,0,0,0,2,13,2,14,0,0,0,0,31
20100519,710028,13381,7255,4925,2196,1512,0,0,1,0,7,1,1,11,0,0,21
20100520,707361,20610,11326,0,0,0,0,0,0,1,5,0,0,0,0,0,6
20100521,704921,18211,16165,0,0,0,0,0,2,2,2,0,0,0,0,0,6
20100522,713382,14955,8402,2558,0,0,0,0,2,0,3,9,0,0,0,0,14
20100523,713737,18125,7435,0,0,0,0,0,5,6,5,0,0,0,0,0,16
20100524,694361,17340,14730,6193,6673,0,0,0,0,1,11,1,9,0,0,0,22
20100525,721266,10579,7452,0,0,0,0,0,6,7,17,0,0,0,0,0,30
20100526,719411,12140,7746,0,0,0,0,0,2,2,0,0,0,0,0,0,4
20100527,721409,14122,3766,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20100528,724582,11401,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100529,719551,19746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100530,728841,10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100531,732588,6709,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
20100601,709899,16391,10720,2287,0,0,0,0,1,0,2,2,0,0,0,0,5
20100602,721479,17818,0,0,0,0,0,0,6,2,0,0,0,0,0,0,8
20100603,719283,16766,3248,0,0,0,0,0,3,0,1,0,0,0,0,0,4
20100604,704917,30016,4364,0,0,0,0,0,0,3,0,0,0,0,0,0,3
20100605,696052,26557,9762,6926,0,0,0,0,1,13,8,24,0,0,0,0,46
20100606,705965,23496,7470,2366,0,0,0,0,2,0,0,0,0,0,0,0,2
20100607,713471,19880,5946,0,0,0,0,0,2,0,6,0,0,0,0,0,8
20100608,700266,33842,5189,0,0,0,0,0,3,2,5,0,0,0,0,0,10
20100609,713051,21638,4608,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100610,719750,11107,5856,2584,0,0,0,0,2,0,4,0,0,0,0,0,6
20100611,716767,17216,5314,0,0,0,0,0,1,0,9,0,0,0,0,0,10
20100612,729780,6753,2764,0,0,0,0,0,1,5,1,0,0,0,0,0,7
20100613,723875,12701,2721,0,0,0,0,0,1,0,5,0,0,0,0,0,6
20100614,732324,4201,2772,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20100615,706866,27620,4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100616,690354,34393,14550,0,0,0,0,0,0,2,7,0,0,0,0,0,9
20100617,712854,9487,9117,7839,0,0,0,0,2,7,35,34,0,0,0,0,78
20100618,711447,15234,10055,2561,0,0,0,0,1,1,0,0,0,0,0,0,2
20100619,708176,27496,3625,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100620,665434,47479,21989,4395,0,0,0,0,1,3,5,0,0,0,0,0,9
20100621,673011,47763,18523,0,0,0,0,0,7,14,6,0,0,0,0,0,27
20100622,670824,35621,28298,4554,0,0,0,0,0,1,8,5,0,0,0,0,14
20100623,694639,20455,24203,0,0,0,0,0,0,0,10,0,0,0,0,0,10
20100624,693148,39532,6617,0,0,0,0,0,0,1,1,0,0,0,0,0,2
20100625,700836,29479,6601,2381,0,0,0,0,2,3,6,11,0,0,0,0,22
20100626,702281,26119,5452,2529,2916,0,0,0,0,3,0,3,7,0,0,0,13
20100627,725955,9899,3443,0,0,0,0,0,4,2,3,0,0,0,0,0,9
20100628,724197,15100,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
20100629,730508,8789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100630,725135,13077,1085,0,0,0,0,0,0,3,3,0,0,0,0,0,7
20100701,712354,20166,6777,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20100702,722593,16704,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20100703,718466,20831,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
20100704,734315,4982,0,0,0,0,0,0,6,1,0,0,0,0,0,0,7
20100705,731574,7723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100706,732383,6914,0,0,0,0,0,0,6,1,0,0,0,0,0,0,7
20100707,734924,4373,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20100708,733600,5697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100709,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100710,720625,15534,3138,0,0,0,0,0,0,4,0,0,0,0,0,0,4
20100711,722408,13986,2903,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20100712,718071,17878,3348,0,0,0,0,0,3,4,0,0,0,0,0,0,7
20100713,715458,11737,7993,4109,0,0,0,0,3,0,1,7,0,0,0,0,11
20100714,698465,19557,15603,3160,2512,0,0,0,0,0,2,1,8,0,0,0,11
20100715,735899,3398,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
20100716,729111,10186,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
20100717,719966,13628,3909,1794,0,0,0,0,1,1,4,1,0,0,0,0,7
20100718,726942,9249,3106,0,0,0,0,0,2,2,1,0,0,0,0,0,5
20100719,723028,12809,3460,0,0,0,0,0,0,0,3,0,0,0,0,0,3
20100720,732419,6878,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
20100721,714118,23055,2124,0,0,0,0,0,2,8,0,0,0,0,0,0,10
20100722,719165,16862,3270,0,0,0,0,0,5,2,9,0,0,0,0,0,16
20100723,706820,20690,9155,2632,0,0,0,0,1,2,8,1,0,0,0,0,12
20100724,710664,22740,5893,0,0,0,0,0,0,0,5,0,0,0,0,0,5
20100725,725986,13311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100726,732566,6731,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10
20100727,720097,9959,5329,3912,0,0,0,0,2,0,0,8,0,0,0,0,10
20100728,725145,14152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100729,728608,10689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100730,736323,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100731,724814,14483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100801,715252,19840,4205,0,0,0,0,0,0,3,0,0,0,0,0,0,3
20100802,723353,13044,2900,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100803,732787,4102,2408,0,0,0,0,0,5,1,0,0,0,0,0,0,6
20100804,735869,3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100805,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100806,733602,5695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20100807,724664,11647,2986,0,0,0,0,0,2,2,9,0,0,0,0,0,13
20100808,734689,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100809,739297,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20100810,723116,10839,5342,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20100811,739297,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20100812,720072,7049,12176,0,0,0,0,0,7,1,5,0,0,0,0,0,13
20100813,717299,17977,4021,0,0,0,0,0,0,1,2,0,0,0,0,0,3
20100814,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100815,734379,4918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100816,725615,11811,1871,0,0,0,0,0,0,4,0,0,0,0,0,0,4
20100817,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100818,723548,13022,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100819,706119,22651,10527,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20100820,716901,18245,4151,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100821,735893,1319,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100822,735963,3334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20100823,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100824,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100825,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100826,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100827,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100828,733865,5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100829,735418,3879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100830,709914,16179,7448,5756,0,0,0,0,2,0,0,0,0,0,0,0,2
20100831,728406,8005,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100901,723187,16110,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
20100902,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100903,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100904,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100905,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100906,717056,13809,8432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100907,726885,7760,4652,0,0,0,0,0,1,1,2,0,0,0,0,0,4
20100908,733381,3225,2691,0,0,0,0,0,0,1,8,0,0,0,0,0,9
20100909,723788,12894,2615,0,0,0,0,0,1,0,1,0,0,0,0,0,2
20100910,728035,8260,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100911,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100912,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100913,727640,6720,4937,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20100914,727567,11730,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
20100915,711474,22762,5061,0,0,0,0,0,1,1,8,0,0,0,0,0,10
20100916,726040,9382,3875,0,0,0,0,0,0,4,13,0,0,0,0,0,17
20100917,734187,2934,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
